life_insured_age,gender,smoker_status,target_retirement_age,premium_payment_term,income_payout_period,guaranteed_monthly_income_basis,estimation_method,anchor_ages,proxy_slope_keys,premium_rate_per_10_gmi,estimated_annual_premium_for_gmi_1000,estimated_single_premium_for_gmi_1000,estimated_total_premiums_paid_for_gmi_1000,cash_bonus_rate_iirr_300,cash_bonus_rate_iirr_425,estimated_non_guaranteed_monthly_income_iirr_300_for_gmi_1000,estimated_non_guaranteed_monthly_income_iirr_425_for_gmi_1000,estimated_total_monthly_income_iirr_300_for_gmi_1000,estimated_total_monthly_income_iirr_425_for_gmi_1000,estimated_total_benefits_iirr_300_for_gmi_1000,estimated_total_benefits_iirr_425_for_gmi_1000,estimated_total_illustrated_yield_maturity_iirr_300_pct_pa,estimated_total_illustrated_yield_maturity_iirr_425_pct_pa,source_pdfs
46,Male,Non-Smoker,60,single,20,1000,extrapolated,40;45,,2126.05,,212605.0,212605.0,0.455642,0.92593,455.64,925.93,1455.64,1925.93,349353.6,462223.0,2.142,3.392,PI_20260611002632784.pdf;PI_20260611002125428.pdf
46,Male,Non-Smoker,60,single,lifetime,1000,extrapolated,40;45,,4128.45612,,412845.61,412845.61,0.71648,1.489892,716.48,1489.89,1716.48,2489.89,,,,,PI_20260611002646256.pdf;PI_20260611002141455.pdf
46,Male,Non-Smoker,60,5,10,1000,extrapolated,40;45,,224.976,22497.6,,112488.0,0.275642,0.563564,275.64,563.56,1275.64,1563.56,153076.8,187627.0,1.864,3.114,PI_20260610232848089.pdf;PI_20260610235214427.pdf
46,Male,Non-Smoker,60,5,15,1000,extrapolated,40;45,,339.518,33951.8,,169759.0,0.394714,0.760118,394.71,760.12,1394.71,1760.12,251048.2,316821.4,2.048,3.298,PI_20260610232907656.pdf;PI_20260610235229251.pdf
46,Male,Non-Smoker,60,5,20,1000,extrapolated,40;45,,429.776,42977.6,,214888.0,0.414164,0.826392,414.16,826.39,1414.16,1826.39,339399.2,438333.6,2.13,3.38,PI_20260610232921970.pdf;PI_20260610235242161.pdf
46,Male,Non-Smoker,60,5,lifetime,1000,extrapolated,40;45,,833.89,83389.0,,416945.0,0.658346,1.35205,658.35,1352.05,1658.35,2352.05,,,,,PI_20260610232937082.pdf;PI_20260610235259303.pdf
46,Male,Non-Smoker,60,10,5,1000,extrapolated,40;45,,57.152,5715.2,,57152.0,0.09798,0.271484,97.98,271.48,1097.98,1271.48,65878.0,76289.2,1.248,2.498,PI_20260610233509661.pdf;PI_20260610235640379.pdf
46,Male,Non-Smoker,60,10,10,1000,extrapolated,40;45,,113.1301,11313.01,,113130.1,0.19023,0.416276,190.23,416.28,1190.23,1416.28,142827.0,169953.0,1.674,2.924,PI_20260610233525371.pdf;PI_20260610235655908.pdf
46,Male,Non-Smoker,60,10,15,1000,extrapolated,40;45,,171.0861,17108.61,,171086.1,0.313634,0.608846,313.63,608.85,1313.63,1608.85,236454.2,289591.8,1.946,3.196,PI_20260610233539267.pdf;PI_20260610235710040.pdf
46,Male,Non-Smoker,60,10,20,1000,extrapolated,40;45,,217.0301,21703.01,,217030.1,0.330884,0.671496,330.88,671.5,1330.88,1671.5,319412.2,401158.8,2.036,3.286,PI_20260610233553543.pdf;PI_20260610235724523.pdf
46,Male,Non-Smoker,60,10,lifetime,1000,extrapolated,40;45,,422.24412,42224.41,,422244.12,0.532684,1.113734,532.68,1113.73,1532.68,2113.73,,,,,PI_20260610233607427.pdf;PI_20260610235740981.pdf
46,Male,Non-Smoker,65,single,10,1000,extrapolated,40;45,,1080.412,,108041.2,108041.2,0.542784,1.05878,542.78,1058.78,1542.78,2058.78,185134.2,247053.0,2.286,3.536,PI_20260611002745617.pdf;PI_20260611002233997.pdf
46,Male,Non-Smoker,65,single,15,1000,extrapolated,40;45,,1600.412,,160041.2,160041.2,0.653792,1.26651,653.79,1266.51,1653.79,2266.51,297681.6,407971.0,2.394,3.644,PI_20260611002732155.pdf;PI_20260611002221799.pdf
46,Male,Non-Smoker,65,single,20,1000,extrapolated,40;45,,2082.306,,208230.6,208230.6,0.722092,1.417696,722.09,1417.7,1722.09,2417.7,413301.6,580246.8,2.43,3.68,PI_20260611002721437.pdf;PI_20260611002209718.pdf
46,Male,Non-Smoker,65,single,lifetime,1000,extrapolated,40;45,,3578.624,,357862.4,357862.4,0.969818,1.955614,969.82,1955.61,1969.82,2955.61,,,,,PI_20260611002703129.pdf;PI_20260611002157186.pdf
46,Male,Non-Smoker,65,5,10,1000,extrapolated,40;45,,218.82,21882.0,,109410.0,0.49771,0.953014,497.71,953.01,1497.71,1953.01,179725.0,234361.0,2.286,3.536,PI_20260610232957588.pdf;PI_20260610235358883.pdf
46,Male,Non-Smoker,65,5,15,1000,extrapolated,40;45,,292.246,29224.6,,146123.0,0.438418,0.924564,438.42,924.56,1438.42,1924.56,258915.4,346421.2,2.394,3.644,PI_20260610233012578.pdf;PI_20260610235344016.pdf
46,Male,Non-Smoker,65,5,20,1000,extrapolated,40;45,,381.304,38130.4,,190652.0,0.502918,1.058618,502.92,1058.62,1502.92,2058.62,360700.4,494068.4,2.43,3.68,PI_20260610233026759.pdf;PI_20260610235330765.pdf
46,Male,Non-Smoker,65,5,lifetime,1000,extrapolated,40;45,,723.546,72354.6,,361773.0,0.821264,1.675184,821.26,1675.18,1821.26,2675.18,,,,,PI_20260610233042604.pdf;PI_20260610235316695.pdf
46,Male,Non-Smoker,65,10,5,1000,extrapolated,40;45,,56.01212,5601.21,,56012.12,0.25998,0.54996,259.98,549.96,1259.98,1549.96,75598.0,92997.0,1.8,3.05,PI_20260610233726034.pdf;PI_20260610235921002.pdf
46,Male,Non-Smoker,65,10,10,1000,extrapolated,40;45,,113.12812,11312.81,,113128.12,0.44858,0.835218,448.58,835.22,1448.58,1835.22,173829.0,220226.2,2.222,3.472,PI_20260610233711769.pdf;PI_20260610235908656.pdf
46,Male,Non-Smoker,65,10,15,1000,extrapolated,40;45,,150.63212,15063.21,,150632.12,0.392576,0.809546,392.58,809.55,1392.58,1809.55,250662.8,325717.8,2.358,3.608,PI_20260610233655245.pdf;PI_20260610235854568.pdf
46,Male,Non-Smoker,65,10,20,1000,extrapolated,40;45,,196.5901,19659.01,,196590.1,0.464134,0.948568,464.13,948.57,1464.13,1948.57,351392.2,467656.4,2.434,3.684,PI_20260610233640429.pdf;PI_20260610235810971.pdf
46,Male,Non-Smoker,65,10,lifetime,1000,extrapolated,40;45,,366.74412,36674.41,,366744.12,0.741726,1.495964,741.73,1495.96,1741.73,2495.96,,,,,PI_20260610233623014.pdf;PI_20260610235756677.pdf
46,Male,Non-Smoker,65,15,5,1000,extrapolated,40;45,,37.712,3771.2,,56568.0,0.184768,0.415896,184.77,415.9,1184.77,1415.9,71086.2,84952.8,1.62,2.87,PI_20260610234411907.pdf;PI_20260611000839195.pdf;PI_20260611001358706.pdf
46,Male,Non-Smoker,65,15,10,1000,extrapolated,40;45,,76.112,7611.2,,114168.0,0.30263,0.607418,302.63,607.42,1302.63,1607.42,156315.0,192890.2,1.868,3.118,PI_20260610234426141.pdf;PI_20260611000855645.pdf;PI_20260611001345779.pdf
46,Male,Non-Smoker,65,15,15,1000,extrapolated,40;45,,108.968,10896.8,,163452.0,0.3747,0.738014,374.7,738.01,1374.7,1738.01,247446.0,312842.2,2.146,3.396,PI_20260610234442077.pdf;PI_20260611001330671.pdf
46,Male,Non-Smoker,65,15,20,1000,extrapolated,40;45,,143.576,14357.6,,215364.0,0.439142,0.868184,439.14,868.18,1439.14,1868.18,345393.6,448364.2,2.178,3.428,PI_20260610234457507.pdf;PI_20260611001317465.pdf
46,Male,Non-Smoker,65,15,lifetime,1000,extrapolated,40;45,,247.252,24725.2,,370878.0,0.61565,1.249246,615.65,1249.25,1615.65,2249.25,,,,,PI_20260610234513588.pdf;PI_20260611001303577.pdf
46,Male,Non-Smoker,70,single,10,1000,extrapolated,40;45,,1001.88,,100188.0,100188.0,0.695626,1.401384,695.63,1401.38,1695.63,2401.38,203475.0,288166.2,2.49,3.74,PI_20260611002759246.pdf;PI_20260611002246017.pdf
46,Male,Non-Smoker,70,single,15,1000,extrapolated,40;45,,1481.028,,148102.8,148102.8,0.826614,1.658426,826.61,1658.43,1826.61,2658.43,328790.2,478515.8,2.584,3.834,PI_20260611002810349.pdf;PI_20260611002257162.pdf
46,Male,Non-Smoker,70,single,20,1000,extrapolated,40;45,,1945.196,,194519.6,194519.6,0.9172,1.85405,917.2,1854.05,1917.2,2854.05,460128.0,684972.0,2.596,3.846,PI_20260611002822242.pdf;PI_20260611002346458.pdf
46,Male,Non-Smoker,70,single,lifetime,1000,extrapolated,40;45,,3041.192,,304119.2,304119.2,1.22428,2.4713,1224.28,2471.3,2224.28,3471.3,,,,,PI_20260611002836283.pdf;PI_20260611002359260.pdf
46,Male,Non-Smoker,70,5,10,1000,extrapolated,40;45,,190.596,19059.6,,95298.0,0.523542,1.108326,523.54,1108.33,1523.54,2108.33,182824.8,252999.0,2.454,3.704,PI_20260610233143210.pdf;PI_20260610235415629.pdf
46,Male,Non-Smoker,70,5,15,1000,extrapolated,40;45,,280.812,28081.2,,140406.0,0.65043,1.338214,650.43,1338.21,1650.43,2338.21,297077.0,420878.2,2.584,3.834,PI_20260610233128096.pdf;PI_20260610235429666.pdf
46,Male,Non-Smoker,70,5,20,1000,extrapolated,40;45,,367.496,36749.6,,183748.0,0.723142,1.504546,723.14,1504.55,1723.14,2504.55,413553.6,601090.8,2.596,3.846,PI_20260610233113456.pdf;PI_20260610235443554.pdf
46,Male,Non-Smoker,70,5,lifetime,1000,extrapolated,40;45,,615.564,61556.4,,307782.0,1.141,2.259392,1141.0,2259.39,2141.0,3259.39,,,,,PI_20260610233100050.pdf;PI_20260610235457853.pdf
46,Male,Non-Smoker,70,10,5,1000,extrapolated,40;45,,54.87398,5487.4,,54873.98,0.44616,0.88803,446.16,888.03,1446.16,1888.03,86769.0,113281.0,2.116,3.366,PI_20260610233742614.pdf;PI_20260610235936106.pdf
46,Male,Non-Smoker,70,10,10,1000,extrapolated,40;45,,97.42598,9742.6,,97425.98,0.467926,0.9714,467.93,971.4,1467.93,1971.4,176151.0,236568.0,2.44,3.69,PI_20260610233757093.pdf;PI_20260610235949600.pdf
46,Male,Non-Smoker,70,10,15,1000,extrapolated,40;45,,143.30998,14331.0,,143309.98,0.55621,1.14895,556.21,1148.95,1556.21,2148.95,280117.0,386811.0,2.528,3.778,PI_20260610233811472.pdf;PI_20260611000003719.pdf
46,Male,Non-Smoker,70,10,20,1000,extrapolated,40;45,,187.33798,18733.8,,187337.98,0.64238,1.325076,642.38,1325.08,1642.38,2325.08,394171.0,558017.8,2.576,3.826,PI_20260610233915893.pdf;PI_20260611000023179.pdf
46,Male,Non-Smoker,70,10,lifetime,1000,extrapolated,40;45,,311.668,31166.8,,311668.0,1.022614,1.999634,1022.61,1999.63,2022.61,2999.63,,,,,PI_20260610233951518.pdf;PI_20260611000039412.pdf
46,Male,Non-Smoker,70,15,5,1000,extrapolated,40;45,,36.948,3694.8,,55422.0,0.347064,0.714168,347.06,714.17,1347.06,1714.17,80823.0,102850.2,1.972,3.222,PI_20260610234639073.pdf;PI_20260611001414414.pdf
46,Male,Non-Smoker,70,15,10,1000,extrapolated,40;45,,66.292,6629.2,,99438.0,0.344468,0.758876,344.47,758.88,1344.47,1758.88,161336.2,211065.0,2.22,3.47,PI_20260610234622503.pdf;PI_20260611001427450.pdf
46,Male,Non-Smoker,70,15,15,1000,extrapolated,40;45,,97.396,9739.6,,146094.0,0.4122,0.898042,412.2,898.04,1412.2,1898.04,254196.0,341646.6,2.29,3.54,PI_20260610234604354.pdf;PI_20260611001448485.pdf
46,Male,Non-Smoker,70,15,20,1000,extrapolated,40;45,,127.25,12725.0,,190875.0,0.499492,1.07155,499.49,1071.55,1499.49,2071.55,359877.6,497172.0,2.394,3.644,PI_20260610234548480.pdf;PI_20260611001503783.pdf
46,Male,Non-Smoker,70,15,lifetime,1000,extrapolated,40;45,,209.99,20999.0,,314985.0,0.817546,1.63285,817.55,1632.85,1817.55,2632.85,,,,,PI_20260610234533727.pdf;PI_20260611001521266.pdf
46,Male,Non-Smoker,70,20,5,1000,extrapolated,40;45,,27.98,2798.0,,55960.0,0.275114,0.577564,275.11,577.56,1275.11,1577.56,76506.0,94653.0,1.852,3.102,PI_20260610235003364.pdf;RRP missing/PI_20260611005639488.pdf;PI_20260611001722547.pdf
46,Male,Non-Smoker,70,20,10,1000,extrapolated,40;45,,53.302,5330.2,,106604.0,0.367134,0.746076,367.13,746.08,1367.13,1746.08,164056.2,209529.0,2.218,3.468,RRP missing/PI_20260611005652260.pdf;PI_20260611001736237.pdf
46,Male,Non-Smoker,70,20,15,1000,extrapolated,40;45,,78.76598,7876.6,,157531.96,0.431914,0.87871,431.91,878.71,1431.91,1878.71,257744.2,338167.0,2.254,3.504,RRP missing/PI_20260611005705183.pdf;PI_20260611001749984.pdf
46,Male,Non-Smoker,70,20,20,1000,extrapolated,40;45,,103.36598,10336.6,,206731.96,0.501246,1.01883,501.25,1018.83,1501.25,2018.83,360298.8,484519.0,2.298,3.548,RRP missing/PI_20260611005719222.pdf;PI_20260611001810299.pdf
46,Male,Non-Smoker,70,20,lifetime,1000,extrapolated,40;45,,159.4,15940.0,,318800.0,0.691392,1.392046,691.39,1392.05,1691.39,2392.05,,,,,RRP missing/PI_20260611005734318.pdf;PI_20260611001824907.pdf
47,Male,Non-Smoker,55,single,10,1000,extrapolated,40;45,,1138.674,,113867.4,113867.4,0.113198,0.293148,113.2,293.15,1113.2,1293.15,133583.0,155177.0,1.376,2.626,PI_20260611002552100.pdf;PI_20260611002047138.pdf
47,Male,Non-Smoker,55,single,15,1000,extrapolated,40;45,,1689.386,,168938.6,168938.6,0.162074,0.390936,162.07,390.94,1162.07,1390.94,209172.2,250368.8,1.522,2.772,PI_20260611002541387.pdf;PI_20260611002032772.pdf
47,Male,Non-Smoker,55,single,20,1000,extrapolated,40;45,,2255.582,,225558.2,225558.2,0.252542,0.540036,252.54,540.04,1252.54,1540.04,300609.6,369608.8,1.71,2.96,PI_20260611002530509.pdf;PI_20260611002020560.pdf
47,Male,Non-Smoker,55,single,lifetime,1000,extrapolated,40;45,,4714.0,,471400.0,471400.0,0.3957,0.923792,395.7,923.79,1395.7,1923.79,,,,,PI_20260611002519276.pdf;PI_20260611002007234.pdf
47,Male,Non-Smoker,55,5,10,1000,extrapolated,40;45,,229.602,22960.2,,114801.0,0.019798,0.15778,19.8,157.78,1019.8,1157.78,122375.0,138933.0,0.858,2.108,PI_20260610232823308.pdf;PI_20260610235108912.pdf
47,Male,Non-Smoker,55,5,15,1000,extrapolated,40;45,,341.062,34106.2,,170531.0,0.06645,0.2424,66.45,242.4,1066.45,1242.4,191961.0,223632.0,1.096,2.346,PI_20260610232807393.pdf;PI_20260610235128612.pdf
47,Male,Non-Smoker,55,5,20,1000,extrapolated,40;45,,456.85,45685.0,,228425.0,0.138124,0.36673,138.12,366.73,1138.12,1366.73,273149.2,328015.0,1.282,2.532,PI_20260610232751428.pdf;PI_20260610235142517.pdf
47,Male,Non-Smoker,55,5,lifetime,1000,extrapolated,40;45,,955.504,95550.4,,477752.0,0.22966,0.664518,229.66,664.52,1229.66,1664.52,,,,,PI_20260610232724610.pdf;PI_20260610235158142.pdf
47,Male,Non-Smoker,60,single,10,1000,extrapolated,40;45,,1124.55796,,112455.8,112455.8,0.29563,0.599248,295.63,599.25,1295.63,1599.25,155475.0,191909.0,1.886,3.136,PI_20260611002606265.pdf;PI_20260611002102372.pdf
47,Male,Non-Smoker,60,single,15,1000,extrapolated,40;45,,1669.854,,166985.4,166985.4,0.366562,0.730342,366.56,730.34,1366.56,1730.34,245980.6,311460.6,1.986,3.236,PI_20260611002620428.pdf;PI_20260611002114684.pdf
47,Male,Non-Smoker,60,single,20,1000,extrapolated,40;45,,2137.49,,213749.0,213749.0,0.406874,0.83228,406.87,832.28,1406.87,1832.28,337649.2,439747.0,2.094,3.344,PI_20260611002632784.pdf;PI_20260611002125428.pdf
47,Male,Non-Smoker,60,single,lifetime,1000,extrapolated,40;45,,4147.36214,,414736.21,414736.21,0.65288,1.361124,652.88,1361.12,1652.88,2361.12,,,,,PI_20260611002646256.pdf;PI_20260611002141455.pdf
47,Male,Non-Smoker,60,5,10,1000,extrapolated,40;45,,226.832,22683.2,,113416.0,0.236624,0.491798,236.62,491.8,1236.62,1491.8,148394.6,179015.0,1.788,3.038,PI_20260610232848089.pdf;PI_20260610235214427.pdf
47,Male,Non-Smoker,60,5,15,1000,extrapolated,40;45,,347.856,34785.6,,173928.0,0.381098,0.719986,381.1,719.99,1381.1,1719.99,248597.4,309597.8,1.986,3.236,PI_20260610232907656.pdf;PI_20260610235229251.pdf
47,Male,Non-Smoker,60,5,20,1000,extrapolated,40;45,,438.322,43832.2,,219161.0,0.394248,0.775624,394.25,775.62,1394.25,1775.62,334619.4,426149.2,2.08,3.33,PI_20260610232921970.pdf;PI_20260610235242161.pdf
47,Male,Non-Smoker,60,5,lifetime,1000,extrapolated,40;45,,837.71,83771.0,,418855.0,0.597862,1.23235,597.86,1232.35,1597.86,2232.35,,,,,PI_20260610232937082.pdf;PI_20260610235259303.pdf
47,Male,Non-Smoker,60,10,5,1000,extrapolated,40;45,,57.384,5738.4,,57384.0,0.06463,0.213218,64.63,213.22,1064.63,1213.22,63877.0,72793.4,1.146,2.396,PI_20260610233509661.pdf;PI_20260610235640379.pdf
47,Male,Non-Smoker,60,10,10,1000,extrapolated,40;45,,113.5901,11359.01,,113590.1,0.14638,0.341142,146.38,341.14,1146.38,1341.14,137565.0,160937.0,1.578,2.828,PI_20260610233525371.pdf;PI_20260610235655908.pdf
47,Male,Non-Smoker,60,10,15,1000,extrapolated,40;45,,174.7821,17478.21,,174782.1,0.295268,0.564362,295.27,564.36,1295.27,1564.36,233148.4,281584.6,1.872,3.122,PI_20260610233539267.pdf;PI_20260610235710040.pdf
47,Male,Non-Smoker,60,10,20,1000,extrapolated,40;45,,220.7301,22073.01,,220730.1,0.305018,0.615662,305.02,615.66,1305.02,1615.66,313204.4,387758.6,1.972,3.222,PI_20260610233553543.pdf;PI_20260610235724523.pdf
47,Male,Non-Smoker,60,10,lifetime,1000,extrapolated,40;45,,424.17814,42417.81,,424178.14,0.467868,0.992218,467.87,992.22,1467.87,1992.22,,,,,PI_20260610233607427.pdf;PI_20260610235740981.pdf
47,Male,Non-Smoker,65,single,10,1000,extrapolated,40;45,,1094.514,,109451.4,109451.4,0.505818,0.98023,505.82,980.23,1505.82,1980.23,180698.4,237627.0,2.242,3.492,PI_20260611002745617.pdf;PI_20260611002233997.pdf
47,Male,Non-Smoker,65,single,15,1000,extrapolated,40;45,,1622.414,,162241.4,162241.4,0.616424,1.18386,616.42,1183.86,1616.42,2183.86,290955.2,393094.0,2.358,3.608,PI_20260611002732155.pdf;PI_20260611002221799.pdf
47,Male,Non-Smoker,65,single,20,1000,extrapolated,40;45,,2107.402,,210740.2,210740.2,0.681774,1.325562,681.77,1325.56,1681.77,2325.56,403625.2,558134.6,2.4,3.65,PI_20260611002721437.pdf;PI_20260611002209718.pdf
47,Male,Non-Smoker,65,single,lifetime,1000,extrapolated,40;45,,3595.018,,359501.8,359501.8,0.899886,1.804148,899.89,1804.15,1899.89,2804.15,,,,,PI_20260611002703129.pdf;PI_20260611002157186.pdf
47,Male,Non-Smoker,65,5,10,1000,extrapolated,40;45,,223.81,22381.0,,111905.0,0.48176,0.906698,481.76,906.7,1481.76,1906.7,177811.0,228803.0,2.242,3.492,PI_20260610232957588.pdf;PI_20260610235358883.pdf
47,Male,Non-Smoker,65,5,15,1000,extrapolated,40;45,,294.602,29460.2,,147301.0,0.396336,0.840048,396.34,840.05,1396.34,1840.05,251340.8,331208.4,2.358,3.608,PI_20260610233012578.pdf;PI_20260610235344016.pdf
47,Male,Non-Smoker,65,5,20,1000,extrapolated,40;45,,384.438,38443.8,,192219.0,0.461336,0.971486,461.34,971.49,1461.34,1971.49,350720.8,473156.8,2.4,3.65,PI_20260610233026759.pdf;PI_20260610235330765.pdf
47,Male,Non-Smoker,65,5,lifetime,1000,extrapolated,40;45,,727.092,72709.2,,363546.0,0.742948,1.519618,742.95,1519.62,1742.95,2519.62,,,,,PI_20260610233042604.pdf;PI_20260610235316695.pdf
47,Male,Non-Smoker,65,10,5,1000,extrapolated,40;45,,56.23414,5623.41,,56234.14,0.22088,0.47776,220.88,477.76,1220.88,1477.76,73252.0,88665.0,1.74,2.99,PI_20260610233726034.pdf;PI_20260610235921002.pdf
47,Male,Non-Smoker,65,10,10,1000,extrapolated,40;45,,115.90614,11590.61,,115906.14,0.44108,0.802186,441.08,802.19,1441.08,1802.19,172929.0,216262.4,2.184,3.434,PI_20260610233711769.pdf;PI_20260610235908656.pdf
47,Male,Non-Smoker,65,10,15,1000,extrapolated,40;45,,152.09414,15209.41,,152094.14,0.358992,0.740012,358.99,740.01,1358.99,1740.01,244617.6,313201.6,2.326,3.576,PI_20260610233655245.pdf;PI_20260610235854568.pdf
47,Male,Non-Smoker,65,10,20,1000,extrapolated,40;45,,198.5101,19851.01,,198510.1,0.429268,0.873386,429.27,873.39,1429.27,1873.39,343024.4,449612.8,2.408,3.658,PI_20260610233640429.pdf;PI_20260610235810971.pdf
47,Male,Non-Smoker,65,10,lifetime,1000,extrapolated,40;45,,368.65814,36865.81,,368658.14,0.672292,1.358848,672.29,1358.85,1672.29,2358.85,,,,,PI_20260610233623014.pdf;PI_20260610235756677.pdf
47,Male,Non-Smoker,65,15,5,1000,extrapolated,40;45,,37.864,3786.4,,56796.0,0.143036,0.343462,143.04,343.46,1143.04,1343.46,68582.4,80606.6,1.53,2.78,PI_20260610234411907.pdf;PI_20260611000839195.pdf;PI_20260611001358706.pdf
47,Male,Non-Smoker,65,15,10,1000,extrapolated,40;45,,77.834,7783.4,,116751.0,0.28418,0.562586,284.18,562.59,1284.18,1562.59,154101.0,187510.4,1.786,3.036,PI_20260610234426141.pdf;PI_20260611000855645.pdf;PI_20260611001345779.pdf
47,Male,Non-Smoker,65,15,15,1000,extrapolated,40;45,,111.056,11105.6,,166584.0,0.3574,0.691448,357.4,691.45,1357.4,1691.45,244332.0,304460.4,2.102,3.352,PI_20260610234442077.pdf;PI_20260611001330671.pdf
47,Male,Non-Smoker,65,15,20,1000,extrapolated,40;45,,146.492,14649.2,,219738.0,0.422374,0.821118,422.37,821.12,1422.37,1821.12,341369.2,437068.4,2.136,3.386,PI_20260610234457507.pdf;PI_20260611001317465.pdf
47,Male,Non-Smoker,65,15,lifetime,1000,extrapolated,40;45,,248.464,24846.4,,372696.0,0.56005,1.135912,560.05,1135.91,1560.05,2135.91,,,,,PI_20260610234513588.pdf;PI_20260611001303577.pdf
47,Male,Non-Smoker,70,single,10,1000,extrapolated,40;45,,1008.7,,100870.0,100870.0,0.649342,1.300268,649.34,1300.27,1649.34,2300.27,197921.0,276032.4,2.47,3.72,PI_20260611002759246.pdf;PI_20260611002246017.pdf
47,Male,Non-Smoker,70,single,15,1000,extrapolated,40;45,,1491.576,,149157.6,149157.6,0.785898,1.561692,785.9,1561.69,1785.9,2561.69,321461.4,461103.6,2.578,3.828,PI_20260611002810349.pdf;PI_20260611002257162.pdf
47,Male,Non-Smoker,70,single,20,1000,extrapolated,40;45,,1960.272,,196027.2,196027.2,0.87765,1.75385,877.65,1753.85,1877.65,2753.85,450636.0,660924.0,2.592,3.842,PI_20260611002822242.pdf;PI_20260611002346458.pdf
47,Male,Non-Smoker,70,single,lifetime,1000,extrapolated,40;45,,3055.124,,305512.4,305512.4,1.16873,2.3316,1168.73,2331.6,2168.73,3331.6,,,,,PI_20260611002836283.pdf;PI_20260611002359260.pdf
47,Male,Non-Smoker,70,5,10,1000,extrapolated,40;45,,192.252,19225.2,,96126.0,0.483424,1.022742,483.42,1022.74,1483.42,2022.74,178010.6,242729.0,2.428,3.678,PI_20260610233143210.pdf;PI_20260610235415629.pdf
47,Male,Non-Smoker,70,5,15,1000,extrapolated,40;45,,283.854,28385.4,,141927.0,0.62203,1.263848,622.03,1263.85,1622.03,2263.85,291965.0,407492.4,2.578,3.828,PI_20260610233128096.pdf;PI_20260610235429666.pdf
47,Male,Non-Smoker,70,5,20,1000,extrapolated,40;45,,372.092,37209.2,,186046.0,0.697124,1.431012,697.12,1431.01,1697.12,2431.01,407309.2,583442.6,2.592,3.842,PI_20260610233113456.pdf;PI_20260610235443554.pdf
47,Male,Non-Smoker,70,5,lifetime,1000,extrapolated,40;45,,618.778,61877.8,,309389.0,1.0905,2.131874,1090.5,2131.87,2090.5,3131.87,,,,,PI_20260610233100050.pdf;PI_20260610235457853.pdf
47,Male,Non-Smoker,70,10,5,1000,extrapolated,40;45,,55.08796,5508.8,,55087.96,0.39866,0.79548,398.66,795.48,1398.66,1795.48,83919.0,107728.0,2.072,3.322,PI_20260610233742614.pdf;PI_20260610235936106.pdf
47,Male,Non-Smoker,70,10,10,1000,extrapolated,40;45,,98.27196,9827.2,,98271.96,0.439692,0.90455,439.69,904.55,1439.69,1904.55,172763.0,228546.0,2.43,3.68,PI_20260610233757093.pdf;PI_20260610235949600.pdf
47,Male,Non-Smoker,70,10,15,1000,extrapolated,40;45,,144.81996,14482.0,,144819.96,0.52576,1.07665,525.76,1076.65,1525.76,2076.65,274636.0,373797.0,2.516,3.766,PI_20260610233811472.pdf;PI_20260611000003719.pdf
47,Male,Non-Smoker,70,10,20,1000,extrapolated,40;45,,189.59596,18959.6,,189595.96,0.61743,1.257742,617.43,1257.74,1617.43,2257.74,388183.0,541857.6,2.572,3.822,PI_20260610233915893.pdf;PI_20260611000023179.pdf
47,Male,Non-Smoker,70,10,lifetime,1000,extrapolated,40;45,,313.296,31329.6,,313296.0,0.974898,1.883018,974.9,1883.02,1974.9,2883.02,,,,,PI_20260610233951518.pdf;PI_20260611000039412.pdf
47,Male,Non-Smoker,70,15,5,1000,extrapolated,40;45,,37.096,3709.6,,55644.0,0.296048,0.621586,296.05,621.59,1296.05,1621.59,77762.0,97295.4,1.904,3.154,PI_20260610234639073.pdf;PI_20260611001414414.pdf
47,Male,Non-Smoker,70,15,10,1000,extrapolated,40;45,,66.874,6687.4,,100311.0,0.308686,0.685592,308.69,685.59,1308.69,1685.59,157042.4,202271.0,2.18,3.43,PI_20260610234622503.pdf;PI_20260611001427450.pdf
47,Male,Non-Smoker,70,15,15,1000,extrapolated,40;45,,98.362,9836.2,,147543.0,0.3789,0.826174,378.9,826.17,1378.9,1826.17,248202.0,328710.2,2.26,3.51,PI_20260610234604354.pdf;PI_20260611001448485.pdf
47,Male,Non-Smoker,70,15,20,1000,extrapolated,40;45,,128.59,12859.0,,192885.0,0.470324,1.00285,470.32,1002.85,1470.32,2002.85,352877.2,480684.0,2.378,3.628,PI_20260610234548480.pdf;PI_20260611001503783.pdf
47,Male,Non-Smoker,70,15,lifetime,1000,extrapolated,40;45,,211.02,21102.0,,316530.0,0.768762,1.52145,768.76,1521.45,1768.76,2521.45,,,,,PI_20260610234533727.pdf;PI_20260611001521266.pdf
47,Male,Non-Smoker,70,20,5,1000,extrapolated,40;45,,28.09,2809.0,,56180.0,0.231398,0.497548,231.4,497.55,1231.4,1497.55,73883.0,89852.0,1.784,3.034,PI_20260610235003364.pdf;RRP missing/PI_20260611005639488.pdf;PI_20260611001722547.pdf
47,Male,Non-Smoker,70,20,10,1000,extrapolated,40;45,,53.634,5363.4,,107268.0,0.330768,0.673742,330.77,673.74,1330.77,1673.74,159692.4,200849.0,2.186,3.436,RRP missing/PI_20260611005652260.pdf;PI_20260611001736237.pdf
